日期,赛事,比赛,模拟ID,赛制阶段,市场框架,模拟盘口/价格,模拟方向,虚拟仓位单位,基本面拉力,盘口倾向,Polymarket/交易所情绪,流动性,模拟目的,是否主单,赛果,模拟盈亏单位,过程评级,错误类型,模型更新,开赛时间,比赛ID,赛事原始,国家,层级,五大地区筛选
2026-08-28,法乙,南锡 vs USL敦刻尔克,20260828-TITAN-2997705-盘口快照-不形成模拟,排名/阶段 9-8,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 9-8；综合评分 主55/客45；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜5平2负 / 客2胜2平6负；主队 客队/记录: 主2胜2平6负 / 客3胜1平6负；H2H 全部/记录: 主4胜1平1负 / 客1胜1平4负；主客相同/记录: 主3胜0平1负 / 客1胜0平3负,Titan007亚盘 开 0.87/0.0/0.95；即 0.86/0.0/1.02；欧赔 开 2.46/3.33/2.71；即 2.52/3.3/2.6；去水 主36.6%/平27.9%/客35.5%；返还率92.2%；大小球 开 0.81/2.5/0.99；即 0.86/2.5/1.0；亚盘意图候选：阻下/上盘保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.86，下盘水位1.02，欧赔变化不大；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,南锡2-0USL敦刻尔克,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,2997705,法乙,法国,次级,是
2026-08-28,法乙,罗德兹 vs 波城,20260828-TITAN-2997707-盘口快照-不形成模拟,排名/阶段 3-13,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 3-13；综合评分 主62/客38；伤停 主[19 赫尔曼·泰比利(前锋)-十字韧带撕裂] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜2平1负 / 客3胜1平6负；主队 客队/记录: 主7胜3平0负 / 客5胜0平5负；H2H 全部/记录: 主3胜2平1负 / 客1胜2平3负；主客相同/记录: 主4胜0平2负 / 客2胜0平4负,Titan007亚盘 开 1.02/0.75/0.8；即 1.02/0.75/0.86；欧赔 开 1.74/3.81/4.22；即 1.78/3.66/4.02；去水 主51.8%/平25.2%/客23.0%；返还率92.3%；大小球 开 0.97/2.75/0.83；即 0.88/2.75/0.98；亚盘意图候选：阻上/降温保护（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.02，下盘水位0.86，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,罗德兹2-2波城,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,2997707,法乙,法国,次级,是
2026-08-28,英超,水晶宫 vs 曼彻斯特城,20260828-TITAN-3003863-盘口快照-不形成模拟,排名/阶段 17-7,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 17-7；综合评分 主39/客61；伤停 主[7 I.萨尔(右边锋)-疑似伤病、4 里亚德(中卫)-疑似伤病] / 客[11 多库(左边锋)-小腿受伤、5 安德森(中前卫)-疑似伤病]；首发未接入/待赛前1小时核；近况 全部/记录: 主3胜2平5负 / 客6胜2平2负；主队 客队/记录: 主5胜4平1负 / 客5胜3平2负；H2H 全部/记录: 主1胜1平4负 / 客4胜1平1负；主客相同/记录: 主1胜2平3负 / 客3胜2平1负,Titan007亚盘 开 0.82/-1.0/1.06；即 1.05/-0.75/0.84；欧赔 开 4.93/4.06/1.67；即 5.15/4.15/1.6；去水 主18.3%/平22.7%/客59.0%；返还率94.3%；大小球 开 0.84/2.75/1.02；即 0.84/2.75/1.05；亚盘意图候选：降温保护/诱下（中证据）；依据：客队上盘，让球退盘，上盘水位0.84，下盘水位1.05，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,水晶宫1-4曼彻斯特城,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3003863,英超,英格兰,顶级,是
2026-08-28,英冠,雷克瑟姆 vs 伯明翰,20260828-TITAN-3008187-盘口快照-不形成模拟,排名/阶段 15-14,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 15-14；综合评分 主47/客53；伤停 主[0 S·瑞文(左后卫)-腿筋受伤、13 卡卡切(后卫)-身体不适、0 希夫(中场)-身体不适] / 客[18 伯德(中前卫)-小腿受伤、3 布坎南(后卫)-十字韧带损伤、0 伦纳德(中前卫)-跟腱断裂]；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜4平4负 / 客4胜4平2负；主队 客队/记录: 主5胜3平2负 / 客3胜3平4负；H2H 全部/记录: 主0胜3平2负 / 客2胜3平0负；主客相同/记录: 主0胜2平0负 / 客0胜2平0负,Titan007亚盘 开 1.08/0.25/0.8；即 0.9/0.25/0.98；欧赔 开 2.23/3.22/3.29；即 2.4/3.24/2.85；去水 主38.7%/平28.7%/客32.6%；返还率92.9%；大小球 开 1.05/2.5/0.82；即 1.03/2.25/0.84；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.90，下盘水位0.98，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,雷克瑟姆1-2伯明翰,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3008187,英冠,英格兰,次级,是
2026-08-28,西甲,阿拉维斯 vs 比利亚雷亚尔,20260828-TITAN-3013662-盘口快照-不形成模拟,排名/阶段 5-10,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 5-10；综合评分 主44/客56；伤停 主[0 加尔塞斯(中卫)-被体育法庭禁赛] / 客[迪亚塔(中前卫)-禁赛]；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客4胜4平2负；主队 客队/记录: 主3胜3平4负 / 客2胜5平3负；H2H 全部/记录: 主1胜3平2负 / 客2胜3平1负；主客相同/记录: 主3胜2平1负 / 客1胜2平3负,Titan007亚盘 开 0.82/-0.25/1.06；即 0.96/-0.25/0.93；欧赔 开 3.16/3.49/2.23；即 2.9/3.48/2.34；去水 主32.5%/平27.1%/客40.3%；返还率94.4%；大小球 开 1.03/2.75/0.83；即 1.06/2.75/0.83；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：客队上盘，让球基本稳定，上盘水位0.93，下盘水位0.96，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,阿拉维斯1-0比利亚雷亚尔,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3013662,西甲,西班牙,顶级,是
2026-08-28,西甲,桑坦德竞技 vs 埃尔切,20260828-TITAN-3013668-盘口快照-不形成模拟,排名/阶段 12-18,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 12-18；综合评分 主61/客39；伤停 主[22 费利佩(中卫)-肌肉撕裂] / 客[0 A.奥索里奥(中锋)-腿筋受伤、7 雅戈(左边锋)-受伤、32 A·博亚尔(影锋)-疑似伤病、19 迪安加纳(右边锋...]；首发未接入/待赛前1小时核；近况 全部/记录: 主6胜3平1负 / 客4胜3平3负；主队 客队/记录: 主8胜1平1负 / 客1胜2平7负；H2H 全部/记录: 主2胜1平3负 / 客3胜1平2负；主客相同/记录: 主2胜1平1负 / 客1胜1平2负,Titan007亚盘 开 0.94/0.25/0.94；即 1.06/0.5/0.83；欧赔 开 2.05/3.56/3.56；即 2.29/3.41/3.06；去水 主41.3%/平27.8%/客30.9%；返还率94.6%；大小球 开 0.86/2.5/1.0；即 0.83/2.75/1.06；亚盘意图候选：阻上/诱下（中证据）；依据：主队上盘，让球加深，上盘水位1.06，下盘水位0.83，欧赔削弱上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,桑坦德竞技3-2埃尔切,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3013668,西甲,西班牙,顶级,是
2026-08-28,西乙,特内里费 vs 希洪竞技,20260828-TITAN-3014053-盘口快照-不形成模拟,排名/阶段 1-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 1-6；综合评分 主53/客47；伤停 主[阿拉桑曼贾姆(左边锋)-肌腱断裂] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜3平2负 / 客5胜1平4负；主队 客队/记录: 主6胜3平1负 / 客2胜1平7负；H2H 全部/记录: 主1胜2平3负 / 客3胜2平1负；主客相同/记录: 主2胜3平1负 / 客1胜3平2负,Titan007亚盘 开 0.87/0.25/1.01；即 0.98/0.25/0.91；欧赔 开 2.26/3.12/3.23；即 2.11/3.15/3.45；去水 主43.8%/平29.4%/客26.8%；返还率92.5%；大小球 开 1.02/2.25/0.85；即 1.05/2.25/0.82；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位0.98，下盘水位0.91，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,特内里费0-1希洪竞技,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3014053,西乙,西班牙,次级,是
2026-08-28,西协甲,卡些连奴 vs 米兰德斯,20260828-TITAN-3014486-盘口快照-不形成模拟,排名/阶段 15-西乙19,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 15-西乙19；综合评分 主59/客41；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主4胜3平3负 / 客3胜3平4负；主队 客队/记录: 主3胜5平2负 / 客2胜2平6负,Titan007亚盘 开 0.97/0.0/0.73；即 0.76/-0.25/1.06；欧赔 开 2.78/3.13/2.36；即 2.74/3.2/2.33；去水 主33.0%/平28.2%/客38.8%；返还率90.4%；大小球 开 0.95/2.5/0.75；即 0.83/2.25/0.97；亚盘意图候选：阻上/诱下（中证据）；依据：客队上盘，让球加深，上盘水位1.06，下盘水位0.76，欧赔变化不大；缺伤停、首发、H2H、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,卡些连奴1-0米兰德斯,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3014486,西协甲,西班牙,次次级,是
2026-08-28,西协甲,皇家阿维勒斯 vs 庞特贝德拉,20260828-TITAN-3014489-盘口快照-不形成模拟,排名/阶段 14-6,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 14-6；综合评分 主39/客61；伤停未发现结构化名单/待临场核；首发未接入/待赛前1小时核；近况 全部/记录: 主2胜5平3负 / 客4胜3平3负；主队 客队/记录: 主1胜4平5负 / 客3胜3平4负；H2H 全部/记录: 主1胜3平2负 / 客2胜3平1负；主客相同/记录: 主1胜1平2负 / 客2胜1平1负,Titan007亚盘 开 0.85/0.0/0.85；即 0.72/0.0/1.11；欧赔 开 2.45/2.99/2.76；即 2.6/3.04/2.53；去水 主34.7%/平29.7%/客35.6%；返还率90.2%；大小球 开 0.98/2.25/0.72；即 1.04/2.25/0.76；亚盘意图候选：阻上/降温保护（中证据）；依据：客队上盘，让球基本稳定，上盘水位1.11，下盘水位0.72，欧赔支持上盘；缺伤停、首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,皇家阿维勒斯0-1庞特贝德拉,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3014489,西协甲,西班牙,次次级,是
2026-08-28,德甲,拜仁慕尼黑 vs 斯图加特,20260828-TITAN-3018786-盘口快照-不形成模拟,排名/阶段 1-4,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 1-4；综合评分 主69/客31；伤停 主[7 格纳布里(前锋)-内收肌损伤、10 穆西亚拉(中场)-休息] / 客[23 扎加杜(后卫)-腿筋受伤、28 纳蒂(中场)-肌肉损伤、14 雅克(后卫)-恢复性运动、16 利奥·绍尔(前锋)-...]；首发未接入/待赛前1小时核；近况 全部/记录: 主7胜2平1负 / 客3胜4平3负；主队 客队/记录: 主8胜2平0负 / 客3胜4平3负；H2H 全部/记录: 主6胜0平0负 / 客0胜0平6负；主客相同/记录: 主4胜2平0负 / 客0胜2平4负,Titan007亚盘 开 0.92/1.75/0.9；即 1.03/2.25/0.86；欧赔 开 1.24/7.09/9.94；即 1.27/6.35/8.23；去水 主73.8%/平14.8%/客11.4%；返还率93.8%；大小球 开 0.95/4.0/0.85；即 1.02/4.5/0.87；亚盘意图候选：阻上/诱下（中证据）；依据：主队上盘，让球加深，上盘水位1.03，下盘水位0.86，欧赔变化不大；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,拜仁慕尼黑5-1斯图加特,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3018786,德甲,德国,顶级,是
2026-08-28,德乙,波鸿 vs 奥斯纳布鲁克,20260828-TITAN-3019110-盘口快照-不形成模拟,排名/阶段 7-18,盘口快照-不形成模拟,已读取亚盘/欧赔/大小球即时快照；五板证据未完整，禁止选边和Kelly,无市场模拟（五板证据未完整）,0,主客排名/阶段 7-18；综合评分 主58/客42；伤停 主[8 J.M.姆博姆(中前卫)-脚踝损伤、3 菲利普·斯特隆普(中卫)-流感、27 B.德拉卡斯(右边锋)-膝关节损伤、1...] / 客[未接入/待核]；首发未接入/待赛前1小时核；近况 全部/记录: 主5胜2平3负 / 客6胜1平3负；主队 客队/记录: 主4胜4平2负 / 客7胜1平2负；H2H 全部/记录: 主4胜2平0负 / 客0胜2平4负；主客相同/记录: 主1胜2平0负 / 客0胜2平1负,Titan007亚盘 开 0.83/0.75/1.05；即 1.01/0.75/0.88；欧赔 开 1.75/3.83/4.3；即 1.58/4.03/5.03；去水 主58.6%/平23.0%/客18.4%；返还率92.6%；大小球 开 0.92/2.75/0.95；即 0.87/2.75/1.01；亚盘意图候选：平衡盘/等待临场确认（中证据）；依据：主队上盘，让球基本稳定，上盘水位1.01，下盘水位0.88，欧赔支持上盘；缺首发、PM/必发资金流，不能定论/不能下注；仅展示亚盘/欧赔/大小球价格，不选方向,缺失,Titan价格流；PM/必发/BTTS缺,严格按skill：展示盘口快照和球探详情；PM/必发真实资金流、BTTS二级盘口、公共观点和完整历史盘口归一化仍缺，不形成主单/Kelly,否,波鸿0-1奥斯纳布鲁克,不计,,比分已回补/盘口方向无法机械结算,历史比分自动回补；来源=Titan007快照；仍需人工复盘盘口路径,,3019110,德乙,德国,次级,是
